date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
2020-09-27 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.8,25,32,9.1,1008.5,4,19.1167,72.8333,0
2020-09-28 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.6,25,31.8,8.4,1008.9,4,19.1167,72.8333,
2020-09-29 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.9,24.9,32.4,6.9,1008.3,4,19.1167,72.8333,
2020-09-30 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.1,24.4,32,8.8,1007.4,4,19.1167,72.8333,
2021-07-01 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.4,27.4,31,17.5,1004.9,4,19.1167,72.8333,2.1
2021-07-02 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.3,27.3,32,18,1005.2,4,19.1167,72.8333,1.7
2021-07-03 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.4,27.2,32,15.8,1006.3,4,19.1167,72.8333,2.6
2021-07-04 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.3,26.7,32,12,1006.9,4,19.1167,72.8333,2.2
2021-07-05 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.3,27,32,10.6,1006.6,4,19.1167,72.8333,1.8
2021-07-06 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.2,26.6,32,9.3,1005.4,4,19.1167,72.8333,1
2021-07-07 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,29.7,27.6,33,10.1,1005.5,4,19.1167,72.8333,0.9
2021-07-08 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.1,27,30,10.8,1005.3,4,19.1167,72.8333,8.8
2021-07-09 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,26.5,31,8.9,1003.4,4,19.1167,72.8333,4.6
2021-07-10 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,26,29,9.6,1002.6,4,19.1167,72.8333,24.3
2021-07-11 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26,30,9.7,1001.4,4,19.1167,72.8333,31.3
2021-07-12 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26.7,30,17.7,998.8,4,19.1167,72.8333,175.5
2021-07-13 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25,28,19.2,1001.2,4,19.1167,72.8333,73.5
2021-07-14 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,26,29,15.6,1002.3,4,19.1167,72.8333,51.5
2021-07-15 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,26,29,18.6,1001.1,4,19.1167,72.8333,47.8
2021-07-16 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,25.8,29,14.8,1003.8,4,19.1167,72.8333,35.5
2021-07-17 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,26.1,29,18.4,1005.4,4,19.1167,72.8333,24.7
2021-07-18 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,26.5,30,20,1004.3,4,19.1167,72.8333,50.5
2021-07-19 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,26.1,28,22.9,1003.9,4,19.1167,72.8333,39.2
2021-07-20 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,25.8,31,19.5,1005.8,4,19.1167,72.8333,29.2
2021-07-21 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25,28,25.2,1004.8,4,19.1167,72.8333,43.6
2021-07-22 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.4,26.7,28,29.4,1001.8,4,19.1167,72.8333,17
2021-07-23 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.4,26.3,29,22.3,1001.5,4,19.1167,72.8333,22.8
2021-07-24 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,25.7,30,19.2,1003.4,4,19.1167,72.8333,13.9
2021-07-25 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.4,25.8,30,21.1,1004,4,19.1167,72.8333,18.2
2021-07-26 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,25.7,30,22.6,1004.5,4,19.1167,72.8333,12.4
2021-07-27 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,25.7,30,22.5,1004.1,4,19.1167,72.8333,10.2
2021-07-28 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28,26.1,30,23,1004.5,4,19.1167,72.8333,6
2021-07-29 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,26.5,29,24.2,1005.8,4,19.1167,72.8333,7.6
2021-07-30 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,26.9,29,25.3,1006.6,4,19.1167,72.8333,8.2
2021-07-31 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.1,26.5,30,25.3,1007.5,4,19.1167,72.8333,5.3
2021-08-01 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,26.6,29,24.5,1006.3,4,19.1167,72.8333,4.5
2021-08-02 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.8,29,23.7,1006.5,4,19.1167,72.8333,5.5
2021-08-03 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.6,29,20.6,1007.5,4,19.1167,72.8333,13.3
2021-08-04 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,25.6,29,19.8,1007.6,4,19.1167,72.8333,6
2021-08-05 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,25.8,31,19.9,1005.9,4,19.1167,72.8333,3.4
2021-08-06 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28,26.3,31,18.3,1005.1,4,19.1167,72.8333,3.2
2021-08-07 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28,26,31,16.3,1005.8,4,19.1167,72.8333,4
2021-08-08 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,25.4,30,10.9,1007.1,4,19.1167,72.8333,4.2
2021-08-09 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,25.6,31,11.9,1008.3,4,19.1167,72.8333,3.8
2021-08-10 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,26,31,12.6,1008.3,4,19.1167,72.8333,3.8
2021-08-11 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25.6,30,12.7,1008.1,4,19.1167,72.8333,5.2
2021-08-12 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.2,25.6,30,14.7,1008.8,4,19.1167,72.8333,3.7
2021-08-13 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25.9,30,15.9,1007.7,4,19.1167,72.8333,3.8
2021-08-14 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.3,30,14.4,1006,4,19.1167,72.8333,7.2
2021-08-15 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,25,28,13.1,1006.3,4,19.1167,72.8333,8.9
2021-08-16 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,25.3,28,8.1,1007.6,4,19.1167,72.8333,3.1
2021-08-17 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25.9,29,7.8,1007.6,4,19.1167,72.8333,4
2021-08-18 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.8,25,26.3,9.6,1006.1,4,19.1167,72.8333,18.8
2021-08-19 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.6,25,26.3,10.7,1005.7,4,19.1167,72.8333,30.2
2021-08-20 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.2,25,28,10.6,1006.1,4,19.1167,72.8333,4.8
2021-08-21 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.7,25,27,13.7,1007.3,4,19.1167,72.8333,55.3
2021-08-22 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25.6,29,9.2,1007.8,4,19.1167,72.8333,2.2
2021-08-23 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,25.4,30,10,1007.8,4,19.1167,72.8333,2
2021-08-24 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,26,30,9.9,1007.6,4,19.1167,72.8333,2.2
2021-08-25 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,26.3,30,9.8,1006.7,4,19.1167,72.8333,1.2
2021-08-26 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26,30,12.4,1005.1,4,19.1167,72.8333,2.3
2021-08-27 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.7,30,10.8,1004.9,4,19.1167,72.8333,3.1
2021-08-28 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28,25.7,31,9.6,1003.6,4,19.1167,72.8333,1.6
2021-08-29 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.4,31,8.5,1003.6,4,19.1167,72.8333,1.7
2021-08-30 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26,30,10.5,1004.9,4,19.1167,72.8333,3.5
2021-08-31 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.9,25,26.7,13.5,1005,4,19.1167,72.8333,78.6
2021-09-01 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.6,30,13.7,1005.7,4,19.1167,72.8333,15
2021-09-02 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.2,25.8,30,16.8,1005.5,4,19.1167,72.8333,6.2
2021-09-03 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.7,30,14.6,1005.1,4,19.1167,72.8333,16.9
2021-09-04 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25,30,11.3,1005.6,4,19.1167,72.8333,19.1
2021-09-05 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.4,30,10.3,1005.8,4,19.1167,72.8333,8.2
2021-09-06 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.3,30,11.1,1005.2,4,19.1167,72.8333,15.7
2021-09-07 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.6,29,8.1,1003.2,4,19.1167,72.8333,30.2
2021-09-08 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,25.6,29,21.7,1002.4,4,19.1167,72.8333,28.1
2021-09-09 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26.4,30,22.2,1006,4,19.1167,72.8333,7.6
2021-09-10 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.4,25.8,30,20.1,1006.1,4,19.1167,72.8333,11.8
2021-09-11 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.8,29,20.8,1003.8,4,19.1167,72.8333,46.1
2021-09-12 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.6,25,29,17,1002,4,19.1167,72.8333,39.7
2021-09-13 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,26,28,23.4,1001.3,4,19.1167,72.8333,34.8
2021-09-14 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,26.8,30,20.9,1002.7,4,19.1167,72.8333,13.6
2021-09-15 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,26.2,30,20.3,1004.1,4,19.1167,72.8333,2.6
2021-09-16 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,26.1,30,17.8,1005.3,4,19.1167,72.8333,2.2
2021-09-17 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,25.9,30,14.5,1005.9,4,19.1167,72.8333,1.6
2021-09-18 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25.6,31,14.5,1007.5,4,19.1167,72.8333,5.1
2021-09-19 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.4,30,11.2,1009.4,4,19.1167,72.8333,10.7
2021-09-20 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25,31,9.3,1008.8,4,19.1167,72.8333,6.7
2021-09-21 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,25,28,14.6,1007.5,4,19.1167,72.8333,20.6
2021-09-22 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.4,29,13.9,1006,4,19.1167,72.8333,16.7
2021-09-23 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25,31,8.1,1006,4,19.1167,72.8333,4.6
2021-09-24 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.8,26.2,31,8.4,1007.1,4,19.1167,72.8333,1.2
2021-09-25 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,25.5,31,8.8,1007.1,4,19.1167,72.8333,2.7
2021-09-26 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.6,30,8.2,1005.6,4,19.1167,72.8333,2
2021-09-27 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,25,29,8,1004.1,4,19.1167,72.8333,15.6
2021-09-28 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.3,24,28,11.3,1003.5,4,19.1167,72.8333,16.7
2021-09-29 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.8,30,20.5,1004.3,4,19.1167,72.8333,27.9
2021-09-30 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,25.5,31,16.8,1007.6,4,19.1167,72.8333,7
2022-07-01 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.8,25,27,14.5,1003.5,4,19.1167,72.8333,40.6
2022-07-02 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,25.4,30,17,1002.3,4,19.1167,72.8333,30.4
2022-07-03 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25.7,29,19,1002.6,4,19.1167,72.8333,21.6
2022-07-04 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25.8,29,16.4,1001.6,4,19.1167,72.8333,37.3
2022-07-05 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26,25,27,15.4,1000.3,4,19.1167,72.8333,61.6
2022-07-06 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.1,25,27,18.5,1001.9,4,19.1167,72.8333,50.3
2022-07-07 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.7,28,21.1,1004.8,4,19.1167,72.8333,38.6
2022-07-08 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,26.1,29,21.7,1004,4,19.1167,72.8333,29.9
2022-07-09 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,24.4,28,23.5,1002.6,4,19.1167,72.8333,43.1
2022-07-10 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,24.9,28,20.6,1004,4,19.1167,72.8333,45.3
2022-07-11 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.1,24.2,28,22.5,1005,4,19.1167,72.8333,79.4
2022-07-12 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26,24,28,24.1,1004.8,4,19.1167,72.8333,60.4
2022-07-13 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.7,25,27,24.7,1001.9,4,19.1167,72.8333,78.2
2022-07-14 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.9,25,27,26.8,998.9,4,19.1167,72.8333,67
2022-07-15 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,26,28,26.9,999.4,4,19.1167,72.8333,26.4
2022-07-16 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,26,29,22.8,1000.4,4,19.1167,72.8333,31.1
2022-07-17 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,25.8,29,18,1003.7,4,19.1167,72.8333,16.3
2022-07-18 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,24.8,28,17.3,1004.6,4,19.1167,72.8333,30.8
2022-07-19 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,24.8,29,17.4,1005.3,4,19.1167,72.8333,33
2022-07-20 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.5,29,14.9,1006.4,4,19.1167,72.8333,9.1
2022-07-21 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25,29,14.7,1006.6,4,19.1167,72.8333,7
2022-07-22 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25.8,29,15.9,1007.2,4,19.1167,72.8333,3.1
2022-07-23 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.4,29,18.4,1005.3,4,19.1167,72.8333,22.7
2022-07-24 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,24.9,29,16.8,1004.6,4,19.1167,72.8333,31.4
2022-07-25 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.1,29,16.2,1006.1,4,19.1167,72.8333,14.2
2022-07-26 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,26,29,10.7,1007.9,4,19.1167,72.8333,5.4
2022-07-27 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25,29,7.1,1007.9,4,19.1167,72.8333,2.6
2022-07-28 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,25.4,30,7.8,1008.6,4,19.1167,72.8333,0.8
2022-07-29 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,26.4,31,11.3,1008.1,4,19.1167,72.8333,0.6
2022-07-30 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.1,26.5,30,11.2,1007.3,4,19.1167,72.8333,0.2
2022-07-31 00:00:00,July,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.5,26.2,31,11.4,1005.8,4,19.1167,72.8333,0.3
2022-08-01 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.1,26.4,31,14,1005.8,4,19.1167,72.8333,2.1
2022-08-02 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,26.4,31,13.4,1004.8,4,19.1167,72.8333,1
2022-08-03 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.9,26,31,8.5,1003.9,4,19.1167,72.8333,3.2
2022-08-04 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,26,29,8.7,1003,4,19.1167,72.8333,10.1
2022-08-05 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,26,29,8.3,1001.2,4,19.1167,72.8333,28.5
2022-08-06 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.1,25,30,10.1,1000.1,4,19.1167,72.8333,22
2022-08-07 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25,30,9.9,999.6,4,19.1167,72.8333,45.6
2022-08-08 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25,27,11.5,998.2,4,19.1167,72.8333,15.6
2022-08-09 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.6,26,27,28.5,997.2,4,19.1167,72.8333,125.2
2022-08-10 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25.9,28,29.4,997,4,19.1167,72.8333,39.2
2022-08-11 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25,28,31.4,998.6,4,19.1167,72.8333,22.7
2022-08-12 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25,28,30.9,1002,4,19.1167,72.8333,18.8
2022-08-13 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.9,29,22.3,1004.1,4,19.1167,72.8333,20.3
2022-08-14 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25,28,22.3,1005.7,4,19.1167,72.8333,10.2
2022-08-15 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.6,25.5,28,21.2,1005.9,4,19.1167,72.8333,37.5
2022-08-16 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.9,24,27,24.5,1004.8,4,19.1167,72.8333,60.2
2022-08-17 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25.6,29,21.7,1006.2,4,19.1167,72.8333,23.5
2022-08-18 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25.4,28,24,1007,4,19.1167,72.8333,11.3
2022-08-19 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,25.5,27.7,21.2,1007.5,4,19.1167,72.8333,16.2
2022-08-20 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.6,25.8,27.6,20.7,1007.3,4,19.1167,72.8333,3
2022-08-21 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.5,25.6,27.4,21.5,1006.3,4,19.1167,72.8333,2.9
2022-08-22 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.9,28,21.6,1004.6,4,19.1167,72.8333,6.6
2022-08-23 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,25.6,29,19.5,1004.8,4,19.1167,72.8333,8.8
2022-08-24 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.7,25.2,29,18.2,1007.3,4,19.1167,72.8333,11.6
2022-08-25 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,25.3,29,13,1007.1,4,19.1167,72.8333,5.3
2022-08-26 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.9,24.9,29,9.6,1007.2,4,19.1167,72.8333,2.1
2022-08-27 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.2,25,29,11.2,1007.8,4,19.1167,72.8333,1.9
2022-08-28 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.2,25,29,10.4,1007.4,4,19.1167,72.8333,1.6
2022-08-29 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27,24.8,30,9.3,1008.5,4,19.1167,72.8333,0.4
2022-08-30 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,26,30,11.1,1008.5,4,19.1167,72.8333,0.3
2022-08-31 00:00:00,August,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,26.4,31,11.4,1006.7,4,19.1167,72.8333,1.5
2022-09-01 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,25.2,30,9,1006.6,4,19.1167,72.8333,15.8
2022-09-02 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,25.9,31,8.8,1006.7,4,19.1167,72.8333,0.9
2022-09-03 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.2,26.3,30,9.7,1007.3,4,19.1167,72.8333,0.6
2022-09-04 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.5,26,29,8.4,1007.4,4,19.1167,72.8333,2.7
2022-09-05 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,28.1,26.9,30,11.5,1007.5,4,19.1167,72.8333,8.3
2022-09-06 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.7,26,30,8.5,1007.1,4,19.1167,72.8333,2.4
2022-09-07 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.6,26,30.3,8.9,1006.6,4,19.1167,72.8333,7.4
2022-09-08 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.4,24.7,28.6,8.3,1005.6,4,19.1167,72.8333,28.1
2022-09-09 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,26.1,30,7.7,1004.1,4,19.1167,72.8333,11.6
2022-09-10 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.4,26,30,7.2,1004.3,4,19.1167,72.8333,8.2
2022-09-11 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,27.3,25.9,29,6.8,1002.2,4,19.1167,72.8333,15.9
2022-09-12 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.8,25,29,7.5,1001.2,4,19.1167,72.8333,43
2022-09-13 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.9,24,27,13.3,1002.8,4,19.1167,72.8333,75.1
2022-09-14 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.3,25,28,18.4,1005.8,4,19.1167,72.8333,72.5
2022-09-15 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.6,25.4,29,21.3,1007,4,19.1167,72.8333,65.4
2022-09-16 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.6,24,27,17.5,1005.9,4,19.1167,72.8333,61.6
2022-09-17 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,26.3,24.6,29,11.4,1006.4,4,19.1167,72.8333,47.1
2022-09-18 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,24.9,24,25.6,9.6,1008.3,4,19.1167,72.8333,56.5
2022-09-19 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,24.9,23,26.9,8.7,1009.2,4,19.1167,72.8333,2.4
2022-09-20 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,25.8,24,27,8.2,1008.7,4,19.1167,72.8333,4.3
2022-09-21 00:00:00,September,Monsoon,Bombay / Juhu,MH,Mumbai Suburban,24.8,23,27.5,7.2,1008.9,4,19.1167,72.8333,8
